dayOfWeek,isWeekend,isHoliday,sessionCount,deepWorkMinutes,calendarEventCount,startHour,endHour,workload_score,is_high_intensity,is_very_productive,day_category,estimated_duration,sessions_x_deepwork,events_x_sessions,deepwork_per_session,sessionCount_sq,deepWork_sq,sessionCount_log,deepWork_log,deepwork_ratio,session_density,is_monday,is_friday,is_wednesday,cat_6,cat_4,cat_5,cat_binary,cat_3,predicted_category,category_name
6,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,No Work
3,0,0,3,147,0,20,23,104.7,0,0,0,12.0,4.41,0,36.75,9,6.002500000000001,1.3862943611198906,4.997212273764115,0.30625,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,5,68,3,13,21,156.8,0,0,0,12.0,3.4,15,11.333333333333334,25,1.2844444444444443,1.791759469228055,4.23410650459726,0.14166666666666666,0.4166666666666667,0,1,0,4,2,3,2,1,1,Early-Midday
6,0,0,8,324,7,5,14,272.4,1,1,0,12.0,25.92,56,36.0,64,29.160000000000004,2.1972245773362196,5.783825182329737,0.675,0.6666666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
2,0,0,9,276,3,9,14,297.6,1,1,0,12.0,24.84,27,27.6,81,21.159999999999997,2.302585092994046,5.6240175061873385,0.575,0.75,1,0,0,2,1,2,1,1,1,Early-Midday
2,0,0,5,65,3,18,23,156.5,0,0,0,12.0,3.25,15,10.833333333333334,25,1.173611111111111,1.791759469228055,4.189654742026425,0.13541666666666666,0.4166666666666667,1,0,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,4,50,2,17,23,125.0,0,0,0,12.0,2.0,8,10.0,16,0.6944444444444445,1.6094379124341003,3.9318256327243257,0.10416666666666667,0.3333333333333333,0,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,1,9,422,5,3,13,312.2,1,1,2,12.0,37.98,45,42.2,81,49.467777777777776,2.302585092994046,6.0473721790462776,0.8791666666666667,0.75,0,1,0,1,1,1,1,1,1,Early-Midday
4,0,0,5,92,2,14,18,159.2,0,0,0,12.0,4.6,10,15.333333333333334,25,2.3511111111111114,1.791759469228055,4.532599493153256,0.19166666666666668,0.4166666666666667,0,0,1,4,2,3,2,1,1,Early-Midday
6,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,No Work
4,0,0,3,116,2,15,23,101.6,0,0,0,12.0,3.48,6,29.0,9,3.7377777777777776,1.3862943611198906,4.762173934797756,0.24166666666666667,0.25,0,0,1,4,2,3,2,2,2,Afternoon-Evening
6,0,1,11,448,5,1,8,374.8,1,1,2,12.0,49.28,55,37.333333333333336,121,55.751111111111115,2.4849066497880004,6.1070228877422545,0.9333333333333333,0.9166666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
3,0,0,10,440,4,4,9,344.0,1,1,0,12.0,44.0,40,40.0,100,53.77777777777777,2.3978952727983707,6.089044875446846,0.9166666666666666,0.8333333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,7,225,6,9,16,232.5,1,0,0,12.0,15.75,42,28.125,49,14.0625,2.0794415416798357,5.420534999272286,0.46875,0.5833333333333334,0,1,0,2,1,2,1,1,1,Early-Midday
4,0,0,4,180,1,14,20,138.0,0,0,0,12.0,7.2,4,36.0,16,9.0,1.6094379124341003,5.198497031265826,0.375,0.3333333333333333,0,0,1,4,2,3,2,1,1,Early-Midday
2,0,0,6,265,4,10,16,206.5,1,0,0,12.0,15.9,24,37.857142857142854,36,19.506944444444446,1.9459101490553132,5.583496308781699,0.5520833333333334,0.5,1,0,0,2,1,2,1,1,1,Early-Midday
2,0,0,3,90,1,18,23,99.0,0,0,0,12.0,2.7,3,22.5,9,2.25,1.3862943611198906,4.51085950651685,0.1875,0.25,1,0,0,5,3,4,2,2,2,Afternoon-Evening
4,0,0,9,248,2,8,17,294.8,1,1,0,12.0,22.32,18,24.8,81,17.084444444444447,2.302585092994046,5.517452896464707,0.5166666666666667,0.75,0,0,1,1,1,1,1,1,1,Early-Midday
4,0,0,11,365,4,3,7,366.5,1,1,0,12.0,40.15,44,30.416666666666668,121,37.00694444444444,2.4849066497880004,5.902633333401366,0.7604166666666666,0.9166666666666666,0,0,1,1,1,1,1,1,1,Early-Midday
5,0,0,7,437,4,4,10,253.7,1,1,0,12.0,30.59,28,54.625,49,53.04694444444444,2.0794415416798357,6.082218910376446,0.9104166666666667,0.5833333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,5,46,1,18,23,154.6,0,0,0,12.0,2.3,5,7.666666666666667,25,0.5877777777777778,1.791759469228055,3.8501476017100584,0.09583333333333334,0.4166666666666667,0,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,No Work
4,0,0,5,109,0,17,23,160.9,0,0,0,12.0,5.45,0,18.166666666666668,25,3.3002777777777776,1.791759469228055,4.700480365792417,0.22708333333333333,0.4166666666666667,0,0,1,5,3,4,2,2,2,Afternoon-Evening
6,0,0,4,48,2,19,23,124.8,0,0,0,12.0,1.92,8,9.6,16,0.6400000000000001,1.6094379124341003,3.8918202981106265,0.1,0.3333333333333333,0,1,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,12,339,7,6,15,393.9,1,1,0,12.0,40.68,84,26.076923076923077,144,31.922500000000003,2.5649493574615367,5.8289456176102075,0.70625,1.0,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,4,115,2,15,23,131.5,0,0,0,12.0,4.6,8,23.0,16,3.6736111111111116,1.6094379124341003,4.7535901911063645,0.23958333333333334,0.3333333333333333,1,0,0,4,2,3,2,2,2,Afternoon-Evening
5,0,0,4,100,1,16,21,130.0,0,0,0,12.0,4.0,4,20.0,16,2.777777777777778,1.6094379124341003,4.61512051684126,0.20833333333333334,0.3333333333333333,0,0,0,4,2,3,2,2,2,Afternoon-Evening
5,0,0,6,239,3,14,21,203.9,1,0,0,12.0,14.34,18,34.142857142857146,36,15.866944444444444,1.9459101490553132,5.480638923341991,0.4979166666666667,0.5,0,0,0,4,2,3,2,1,1,Early-Midday
5,0,0,5,110,3,20,23,161.0,0,0,0,12.0,5.5,15,18.333333333333332,25,3.3611111111111107,1.791759469228055,4.709530201312334,0.22916666666666666,0.4166666666666667,0,0,0,5,3,4,2,2,2,Afternoon-Evening
4,0,0,5,258,3,9,16,175.8,1,0,0,12.0,12.9,15,43.0,25,18.49,1.791759469228055,5.556828061699537,0.5375,0.4166666666666667,0,0,1,2,1,2,1,1,1,Early-Midday
4,0,0,7,423,5,7,17,252.3,1,1,0,12.0,29.61,35,52.875,49,49.7025,2.0794415416798357,6.049733455231958,0.88125,0.5833333333333334,0,0,1,1,1,1,1,1,1,Early-Midday
6,0,1,4,141,2,19,23,134.1,0,0,2,12.0,5.64,8,28.2,16,5.522500000000001,1.6094379124341003,4.955827057601261,0.29375,0.3333333333333333,0,1,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,5,131,3,16,20,163.1,0,0,0,12.0,6.55,15,21.833333333333332,25,4.7669444444444435,1.791759469228055,4.882801922586371,0.27291666666666664,0.4166666666666667,1,0,0,4,2,3,2,2,2,Afternoon-Evening
4,0,0,2,99,0,18,23,69.9,0,0,0,12.0,1.98,0,33.0,4,2.7224999999999997,1.0986122886681098,4.605170185988092,0.20625,0.16666666666666666,0,0,1,5,3,4,2,2,2,Afternoon-Evening
7,1,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,No Work
3,0,0,8,359,8,6,12,275.9,1,1,0,12.0,28.72,64,39.888888888888886,64,35.80027777777778,2.1972245773362196,5.886104031450156,0.7479166666666667,0.6666666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,3,114,2,12,20,101.4,0,0,0,12.0,3.42,6,28.5,9,3.61,1.3862943611198906,4.74493212836325,0.2375,0.25,0,0,0,3,2,2,1,1,1,Early-Midday
4,0,0,5,65,0,19,23,156.5,0,0,0,12.0,3.25,0,10.833333333333334,25,1.173611111111111,1.791759469228055,4.189654742026425,0.13541666666666666,0.4166666666666667,0,0,1,5,3,4,2,2,2,Afternoon-Evening
3,0,1,2,50,3,19,23,65.0,0,0,2,12.0,1.0,6,16.666666666666668,4,0.6944444444444445,1.0986122886681098,3.9318256327243257,0.10416666666666667,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
4,0,0,8,331,2,8,18,273.1,1,1,0,12.0,26.48,16,36.77777777777778,64,30.43361111111111,2.1972245773362196,5.805134968916488,0.6895833333333333,0.6666666666666666,0,0,1,1,1,1,1,1,1,Early-Midday
2,0,0,10,475,3,7,11,347.5,1,1,0,12.0,47.5,30,43.18181818181818,100,62.673611111111114,2.3978952727983707,6.16541785423142,0.9895833333333334,0.8333333333333334,1,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,12,306,3,5,13,390.6,1,1,0,12.0,36.72,36,23.53846153846154,144,26.009999999999998,2.5649493574615367,5.726847747587197,0.6375,1.0,0,1,0,1,1,1,1,1,1,Early-Midday
5,0,0,9,449,7,7,16,314.9,1,1,0,12.0,40.41,63,44.9,81,56.000277777777775,2.302585092994046,6.1092475827643655,0.9354166666666667,0.75,0,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,7,334,5,7,11,243.4,1,1,0,12.0,23.38,35,41.75,49,30.987777777777776,2.0794415416798357,5.814130531825066,0.6958333333333333,0.5833333333333334,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,4,177,3,15,23,137.7,0,0,0,12.0,7.08,12,35.4,16,8.7025,1.6094379124341003,5.181783550292085,0.36875,0.3333333333333333,1,0,0,4,2,3,2,2,2,Afternoon-Evening
4,0,0,7,314,3,4,8,241.4,1,1,0,12.0,21.98,21,39.25,49,27.387777777777778,2.0794415416798357,5.752572638825633,0.6541666666666667,0.5833333333333334,0,0,1,1,1,1,1,1,1,Early-Midday
4,0,0,4,54,1,16,23,125.4,0,0,0,12.0,2.16,4,10.8,16,0.81,1.6094379124341003,4.007333185232471,0.1125,0.3333333333333333,0,0,1,4,2,3,2,2,2,Afternoon-Evening
2,0,0,12,241,3,5,9,384.1,1,1,0,12.0,28.92,36,18.53846153846154,144,16.13361111111111,2.5649493574615367,5.488937726156687,0.5020833333333333,1.0,1,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,6,130,1,12,19,193.0,0,0,0,12.0,7.8,6,18.571428571428573,36,4.694444444444444,1.9459101490553132,4.875197323201151,0.2708333333333333,0.5,0,1,0,3,2,2,1,1,1,Early-Midday
3,0,0,2,133,0,18,23,73.3,0,0,0,12.0,2.66,0,44.333333333333336,4,4.913611111111112,1.0986122886681098,4.897839799950911,0.27708333333333335,0.16666666666666666,0,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,3,81,0,20,23,98.1,0,0,0,12.0,2.43,0,20.25,9,1.8225000000000002,1.3862943611198906,4.406719247264253,0.16875,0.25,1,0,0,5,3,4,2,2,2,Afternoon-Evening
2,0,0,3,145,2,18,23,104.5,0,0,0,12.0,4.35,6,36.25,9,5.840277777777777,1.3862943611198906,4.983606621708336,0.3020833333333333,0.25,1,0,0,5,3,4,2,2,2,Afternoon-Evening
3,0,0,4,239,4,11,21,143.9,1,0,0,12.0,9.56,16,47.8,16,15.866944444444444,1.6094379124341003,5.480638923341991,0.4979166666666667,0.3333333333333333,0,0,0,3,2,2,1,1,1,Early-Midday
4,0,0,11,414,5,6,15,371.4,1,1,0,12.0,45.54,55,34.5,121,47.61000000000001,2.4849066497880004,6.028278520230698,0.8625,0.9166666666666666,0,0,1,1,1,1,1,1,1,Early-Midday
3,0,0,5,168,2,18,23,166.8,0,0,0,12.0,8.4,10,28.0,25,7.839999999999999,1.791759469228055,5.1298987149230735,0.35,0.4166666666666667,0,0,0,5,3,4,2,2,2,Afternoon-Evening
4,0,0,5,195,3,12,16,169.5,1,0,0,12.0,9.75,15,32.5,25,10.5625,1.791759469228055,5.278114659230517,0.40625,0.4166666666666667,0,0,1,3,2,2,1,1,1,Early-Midday
6,0,0,9,419,4,3,13,311.9,1,1,0,12.0,37.71,36,41.9,81,48.76694444444445,2.302585092994046,6.040254711277414,0.8729166666666667,0.75,0,1,0,1,1,1,1,1,1,Early-Midday
3,0,0,11,374,4,1,7,367.4,1,1,0,12.0,41.14,44,31.166666666666668,121,38.85444444444445,2.4849066497880004,5.926926025970411,0.7791666666666667,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,12,367,7,7,12,396.7,1,1,0,12.0,44.04,84,28.23076923076923,144,37.41361111111111,2.5649493574615367,5.908082938168931,0.7645833333333333,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,1,5,264,3,10,19,176.4,1,0,2,12.0,13.2,15,44.0,25,19.360000000000003,1.791759469228055,5.579729825986222,0.55,0.4166666666666667,0,0,0,2,1,2,1,1,1,Early-Midday
2,0,0,9,295,3,2,7,299.5,1,1,0,12.0,26.55,27,29.5,81,24.173611111111114,2.302585092994046,5.69035945432406,0.6145833333333334,0.75,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,10,412,6,5,15,341.2,1,1,0,12.0,41.2,60,37.45454545454545,100,47.151111111111106,2.3978952727983707,6.023447592961033,0.8583333333333333,0.8333333333333334,1,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,3,102,0,18,23,100.2,0,0,0,12.0,3.06,0,25.5,9,2.8899999999999997,1.3862943611198906,4.634728988229636,0.2125,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,6,156,4,10,17,195.6,0,0,0,12.0,9.36,24,22.285714285714285,36,6.760000000000001,1.9459101490553132,5.056245805348308,0.325,0.5,0,0,0,2,1,2,1,1,1,Early-Midday
5,0,0,6,131,1,12,20,193.1,0,0,0,12.0,7.86,6,18.714285714285715,36,4.7669444444444435,1.9459101490553132,4.882801922586371,0.27291666666666664,0.5,0,0,0,3,2,2,1,1,1,Early-Midday
5,0,0,9,325,5,1,6,302.5,1,1,0,12.0,29.25,45,32.5,81,29.340277777777782,2.302585092994046,5.786897381366708,0.6770833333333334,0.75,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,7,265,8,3,12,236.5,1,1,0,12.0,18.55,56,33.125,49,19.506944444444446,2.0794415416798357,5.583496308781699,0.5520833333333334,0.5833333333333334,0,0,1,1,1,1,1,1,1,Early-Midday
4,0,0,10,337,5,3,12,333.7,1,1,0,12.0,33.7,50,30.636363636363637,100,31.54694444444444,2.3978952727983707,5.823045895483019,0.7020833333333333,0.8333333333333334,0,0,1,1,1,1,1,1,1,Early-Midday
2,0,0,9,346,8,7,11,304.6,1,1,0,12.0,31.14,72,34.6,81,33.254444444444445,2.302585092994046,5.849324779946859,0.7208333333333333,0.75,1,0,0,1,1,1,1,1,1,Early-Midday
3,0,1,10,453,6,7,11,345.3,1,1,2,12.0,45.3,60,41.18181818181818,100,57.0025,2.3978952727983707,6.118097198041348,0.94375,0.8333333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,9,380,6,3,8,308.0,1,1,0,12.0,34.2,54,38.0,81,40.11111111111111,2.302585092994046,5.942799375126701,0.7916666666666666,0.75,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,9,460,4,1,5,316.0,1,1,0,12.0,41.4,36,46.0,81,58.777777777777786,2.302585092994046,6.133398042996649,0.9583333333333334,0.75,1,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,8,213,4,9,15,261.3,1,0,0,12.0,17.04,32,23.666666666666668,64,12.6025,2.1972245773362196,5.365976015021851,0.44375,0.6666666666666666,0,0,0,2,1,2,1,1,1,Early-Midday
3,0,0,11,292,3,2,11,359.2,1,1,0,12.0,32.12,33,24.333333333333332,121,23.68444444444444,2.4849066497880004,5.680172609017068,0.6083333333333333,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
2,0,1,11,335,8,6,14,363.5,1,1,2,12.0,36.85,88,27.916666666666668,121,31.173611111111107,2.4849066497880004,5.817111159963204,0.6979166666666666,0.9166666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,5,222,6,8,12,172.2,1,0,0,12.0,11.1,30,37.0,25,13.690000000000001,1.791759469228055,5.407171771460119,0.4625,0.4166666666666667,1,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,11,393,3,6,12,369.3,1,1,0,12.0,43.23,33,32.75,121,42.902499999999996,2.4849066497880004,5.976350909297934,0.81875,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,11,317,8,1,7,361.7,1,1,0,12.0,34.87,88,26.416666666666668,121,27.91361111111111,2.4849066497880004,5.762051382780177,0.6604166666666667,0.9166666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
2,0,1,6,163,3,12,21,196.3,0,0,2,12.0,9.78,18,23.285714285714285,36,7.380277777777779,1.9459101490553132,5.099866427824199,0.33958333333333335,0.5,1,0,0,3,2,2,1,1,1,Early-Midday
4,0,0,4,160,2,19,23,136.0,0,0,0,12.0,6.4,8,32.0,16,7.111111111111111,1.6094379124341003,5.081404364984463,0.3333333333333333,0.3333333333333333,0,0,1,5,3,4,2,2,2,Afternoon-Evening
6,0,0,10,339,8,4,11,333.9,1,1,0,12.0,33.9,80,30.818181818181817,100,31.922500000000003,2.3978952727983707,5.8289456176102075,0.70625,0.8333333333333334,0,1,0,1,1,1,1,1,1,Early-Midday
5,0,0,12,377,4,2,7,397.7,1,1,0,12.0,45.24,48,29.0,144,39.48027777777778,2.5649493574615367,5.934894195619588,0.7854166666666667,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,2,77,2,20,23,67.7,0,0,0,12.0,1.54,4,25.666666666666668,4,1.6469444444444448,1.0986122886681098,4.356708826689592,0.16041666666666668,0.16666666666666666,0,0,1,5,3,4,2,2,2,Afternoon-Evening
4,0,0,2,169,2,20,23,76.9,0,0,0,12.0,3.38,4,56.333333333333336,4,7.933611111111112,1.0986122886681098,5.135798437050262,0.35208333333333336,0.16666666666666666,0,0,1,5,3,4,2,2,2,Afternoon-Evening
4,0,0,7,126,3,10,17,222.6,0,0,0,12.0,8.82,21,15.75,49,4.41,2.0794415416798357,4.844187086458591,0.2625,0.5833333333333334,0,0,1,2,1,2,1,1,1,Early-Midday
2,0,0,2,78,1,18,23,67.8,0,0,0,12.0,1.56,2,26.0,4,1.6900000000000002,1.0986122886681098,4.3694478524670215,0.1625,0.16666666666666666,1,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,3,124,3,16,23,102.4,0,0,0,12.0,3.72,9,31.0,9,4.271111111111112,1.3862943611198906,4.8283137373023015,0.25833333333333336,0.25,0,1,0,4,2,3,2,2,2,Afternoon-Evening
4,0,0,5,153,1,13,21,165.3,0,0,0,12.0,7.65,5,25.5,25,6.5024999999999995,1.791759469228055,5.0369526024136295,0.31875,0.4166666666666667,0,0,1,4,2,3,2,1,1,Early-Midday
5,0,0,4,124,4,11,21,132.4,0,0,0,12.0,4.96,16,24.8,16,4.271111111111112,1.6094379124341003,4.8283137373023015,0.25833333333333336,0.3333333333333333,0,0,0,3,2,2,1,1,1,Early-Midday
3,0,0,9,457,7,1,6,315.7,1,1,0,12.0,41.13,63,45.7,81,58.0136111111111,2.302585092994046,6.126869184114185,0.9520833333333333,0.75,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,12,419,7,5,13,401.9,1,1,0,12.0,50.28,84,32.23076923076923,144,48.76694444444445,2.5649493574615367,6.040254711277414,0.8729166666666667,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,3,152,0,20,23,105.2,0,0,0,12.0,4.56,0,38.0,9,6.417777777777777,1.3862943611198906,5.030437921392435,0.31666666666666665,0.25,1,0,0,5,3,4,2,2,2,Afternoon-Evening
4,0,1,12,476,7,5,12,407.6,1,1,2,12.0,57.12,84,36.61538461538461,144,62.93777777777778,2.5649493574615367,6.1675164908883415,0.9916666666666667,1.0,0,0,1,1,1,1,1,1,1,Early-Midday
3,0,0,9,271,5,9,13,297.1,1,1,0,12.0,24.39,45,27.1,81,20.400277777777777,2.302585092994046,5.605802066295998,0.5645833333333333,0.75,0,0,0,2,1,2,1,1,1,Early-Midday
6,0,0,4,252,2,11,18,145.2,1,0,0,12.0,10.08,8,50.4,16,17.64,1.6094379124341003,5.53338948872752,0.525,0.3333333333333333,0,1,0,3,2,2,1,1,1,Early-Midday
4,0,0,8,443,3,1,9,284.3,1,1,0,12.0,35.44,24,49.22222222222222,64,54.51361111111112,2.1972245773362196,6.095824562432225,0.9229166666666667,0.6666666666666666,0,0,1,1,1,1,1,1,1,Early-Midday
4,0,0,5,218,4,8,12,171.8,1,0,0,12.0,10.9,20,36.333333333333336,25,13.20111111111111,1.791759469228055,5.389071729816501,0.45416666666666666,0.4166666666666667,0,0,1,1,1,1,1,1,1,Early-Midday
5,0,0,4,48,2,19,23,124.8,0,0,0,12.0,1.92,8,9.6,16,0.6400000000000001,1.6094379124341003,3.8918202981106265,0.1,0.3333333333333333,0,0,0,5,3,4,2,2,2,Afternoon-Evening
5,0,0,9,279,4,6,10,297.9,1,1,0,12.0,25.11,36,27.9,81,21.622500000000002,2.302585092994046,5.634789603169249,0.58125,0.75,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,8,373,7,6,15,277.3,1,1,0,12.0,29.84,56,41.44444444444444,64,38.64694444444444,2.1972245773362196,5.924255797414532,0.7770833333333333,0.6666666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,5,355,4,8,18,185.5,1,0,0,12.0,17.75,20,59.166666666666664,25,35.00694444444445,1.791759469228055,5.87493073085203,0.7395833333333334,0.4166666666666667,0,1,0,1,1,1,1,1,1,Early-Midday
4,0,0,5,155,0,19,23,165.5,0,0,0,12.0,7.75,0,25.833333333333332,25,6.673611111111112,1.791759469228055,5.049856007249537,0.3229166666666667,0.4166666666666667,0,0,1,5,3,4,2,2,2,Afternoon-Evening
5,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,No Work
4,0,0,7,288,4,2,12,238.8,1,1,0,12.0,20.16,28,36.0,49,23.04,2.0794415416798357,5.666426688112432,0.6,0.5833333333333334,0,0,1,1,1,1,1,1,1,Early-Midday
5,0,0,3,114,3,17,23,101.4,0,0,0,12.0,3.42,9,28.5,9,3.61,1.3862943611198906,4.74493212836325,0.2375,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
6,0,0,5,100,3,16,20,160.0,0,0,0,12.0,5.0,15,16.666666666666668,25,2.777777777777778,1.791759469228055,4.61512051684126,0.20833333333333334,0.4166666666666667,0,1,0,4,2,3,2,2,2,Afternoon-Evening
5,0,0,8,388,3,4,9,278.8,1,1,0,12.0,31.04,24,43.111111111111114,64,41.81777777777778,2.1972245773362196,5.963579343618446,0.8083333333333333,0.6666666666666666,0,0,0,1,1,1,1,1,1,Early-Midday
3,0,0,5,335,5,9,15,183.5,1,0,0,12.0,16.75,25,55.833333333333336,25,31.173611111111107,1.791759469228055,5.817111159963204,0.6979166666666666,0.4166666666666667,0,0,0,2,1,2,1,1,1,Early-Midday
5,0,0,7,260,6,6,10,236.0,1,1,0,12.0,18.2,42,32.5,49,18.777777777777775,2.0794415416798357,5.564520407322694,0.5416666666666666,0.5833333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
6,0,0,4,216,3,14,18,141.6,1,0,0,12.0,8.64,12,43.2,16,12.96,1.6094379124341003,5.37989735354046,0.45,0.3333333333333333,0,1,0,4,2,3,2,1,1,Early-Midday
5,0,0,2,170,3,15,23,77.0,0,0,0,12.0,3.4,6,56.666666666666664,4,8.027777777777779,1.0986122886681098,5.14166355650266,0.3541666666666667,0.16666666666666666,0,0,0,4,2,3,2,2,2,Afternoon-Evening
4,0,1,7,164,4,10,20,226.4,0,0,2,12.0,11.48,28,20.5,49,7.471111111111111,2.0794415416798357,5.10594547390058,0.3416666666666667,0.5833333333333334,0,0,1,2,1,2,1,1,1,Early-Midday
4,0,0,5,158,1,16,20,165.8,0,0,0,12.0,7.9,5,26.333333333333332,25,6.934444444444444,1.791759469228055,5.0689042022202315,0.32916666666666666,0.4166666666666667,0,0,1,4,2,3,2,2,2,Afternoon-Evening
2,0,0,5,84,1,16,23,158.4,0,0,0,12.0,4.2,5,14.0,25,1.9599999999999997,1.791759469228055,4.442651256490317,0.175,0.4166666666666667,1,0,0,4,2,3,2,2,2,Afternoon-Evening
2,0,0,4,170,4,11,18,137.0,0,0,0,12.0,6.8,16,34.0,16,8.027777777777779,1.6094379124341003,5.14166355650266,0.3541666666666667,0.3333333333333333,1,0,0,3,2,2,1,1,1,Early-Midday
6,0,0,8,325,6,3,12,272.5,1,1,0,12.0,26.0,48,36.111111111111114,64,29.340277777777782,2.1972245773362196,5.786897381366708,0.6770833333333334,0.6666666666666666,0,1,0,1,1,1,1,1,1,Early-Midday
5,0,0,12,344,4,3,8,394.4,1,1,0,12.0,41.28,48,26.46153846153846,144,32.87111111111111,2.5649493574615367,5.84354441703136,0.7166666666666667,1.0,0,0,0,1,1,1,1,1,1,Early-Midday
5,0,0,3,144,4,14,19,104.4,0,0,0,12.0,4.32,12,36.0,9,5.76,1.3862943611198906,4.976733742420574,0.3,0.25,0,0,0,4,2,3,2,1,1,Early-Midday
5,0,0,6,195,4,14,23,199.5,1,0,0,12.0,11.7,24,27.857142857142858,36,10.5625,1.9459101490553132,5.278114659230517,0.40625,0.5,0,0,0,4,2,3,2,1,1,Early-Midday
3,0,0,3,43,2,16,23,94.3,0,0,0,12.0,1.29,6,10.75,9,0.5136111111111111,1.3862943611198906,3.784189633918261,0.08958333333333333,0.25,0,0,0,4,2,3,2,2,2,Afternoon-Evening
2,0,0,11,379,3,7,15,367.9,1,1,0,12.0,41.69,33,31.583333333333332,121,39.900277777777774,2.4849066497880004,5.940171252720432,0.7895833333333333,0.9166666666666666,1,0,0,1,1,1,1,1,1,Early-Midday
2,0,0,5,169,5,11,17,166.9,0,0,0,12.0,8.45,25,28.166666666666668,25,7.933611111111112,1.791759469228055,5.135798437050262,0.35208333333333336,0.4166666666666667,1,0,0,3,2,2,1,1,1,Early-Midday
2,0,0,3,195,1,14,20,109.5,1,0,0,12.0,5.85,3,48.75,9,10.5625,1.3862943611198906,5.278114659230517,0.40625,0.25,1,0,0,4,2,3,2,1,1,Early-Midday
5,0,0,10,322,5,7,14,332.2,1,1,0,12.0,32.2,50,29.272727272727273,100,28.801111111111105,2.3978952727983707,5.777652323222656,0.6708333333333333,0.8333333333333334,0,0,0,1,1,1,1,1,1,Early-Midday
4,0,0,5,281,3,11,21,178.1,1,0,0,12.0,14.05,15,46.833333333333336,25,21.933611111111112,1.791759469228055,5.641907070938114,0.5854166666666667,0.4166666666666667,0,0,1,3,2,2,1,1,1,Early-Midday
4,0,0,5,62,1,20,23,156.2,0,0,0,12.0,3.1,5,10.333333333333334,25,1.067777777777778,1.791759469228055,4.143134726391533,0.12916666666666668,0.4166666666666667,0,0,1,5,3,4,2,2,2,Afternoon-Evening
5,0,0,3,33,3,19,23,93.3,0,0,0,12.0,0.99,9,8.25,9,0.30250000000000005,1.3862943611198906,3.5263605246161616,0.06875,0.25,0,0,0,5,3,4,2,2,2,Afternoon-Evening
